holistic knowledge encouragement the difference between cold and flu   have you ever wondered if the cold you have is a really a cold or if it is the flu you are not alone in fact most people have trouble differentiating between cold and flu and whic, 1
clinical observational study ibd patients with restlesslegssyndrome and iron deficiency syndrome   patients with inflammatory bowel disease such as crohnas disease or ulcerative colitis have recurring episodes of abdominal pain diarrhea and loss, 1
we never had to get the measles or mumps     we were immunzed  i remember my dad having them tho, 1
breaking doj files suit in federal court supporting religious liberty rights to decline forced flu vaccine for employment, 1
this winter i aim to catch all the different types of flu so far i am doing great, 1
i wish i knew if the twins were gonna get the flu like what is the usual window he is had it symptom wise since sunday night and it is tuesday so when would they likely show symptoms ahhhhh, 1
the gravity of the  for people who are  is enormous and i think we often underestimate that via, 1
so my daughter is of the belief that diarrhea is just poop that has melted into pee   face without mouth  face with tears of joy  i do not know what to say, 0
rt  how to avoid the organizational flu   each month when growth stalls examines why businesses and brands struggle and how they can overcome their obstacles and resume growth steve mckee is the president of mckee wallwork  co an advert, 0
there is some strain of chronic diarrhea that is been going around  its a flu like symptom caused by bigly overstating of alternative facts kellyann and shs have been really hit hard, 1
do not let my team lose the fight vote for  2, 0
mers in saudi health worker cepi vaccine partnership tickborne disease blood tests global flu still high lassa renal failure, 2
another tip they make sugar free reeses cups and they are amazing we snarfed the whole bag i realized later that in tiny writing on the back it says if you are not used to artificial sweeteners these may cause diarrhea so glad to have a house with 4 bathrooms, 0
that nurse needs to be fired there is nothing in the bible about vaccinations she is basically a danger to her patients if she spreads the flu in a hospital full of sick people, 1
last time i saw ozzy he was with sabbath touring with pantera and had the flu even then he was still good i do not doubt zakk at all he is always a great show to see hardly ever disappoints, 2
yet  continually calls the whole thing a   if that is what it is why the worry   why try to pressure witnesses  or  or whatever he calls himself these days must be suffering from stress induced diarrhea, 0
discovery fills gap in search for better treatments for ebola other viruses, 1
it is so helpful that the players are opening up about this but there needs to be a discussion about how difficult it is to get treatment for mental illness you can get a flu shot at cvs but does the average person know the path to getting well for depression, 0
an appendix successfully removed in 17 and now a terrible flu being treated in early 2018 times like these i am reminded of how fortunate i am to have healthcare benefits thanks, 1
slap cheek because red cheeks are a symptom fifth bc it is considered the fifth of the childhood diseases measles mumps chicken pox and i am too tired to look up the fourth, 2
just realized i have been laying on the couch in the dark watching nothing but minimalism closet tours on youtube for several hours   this flu has fried my brain also feeling inspired c, 1
epa allowing a controversial pesticide to stay on the market chlorpyrifos causes dizziness vomiting diarrhea and more why keep it on the market, 1
she always seems to have diarrhea she keeps poopingampitdrips out of the cage onto the floor i am feeding her wysong epigen 90ampi have been slowly introducing her to different meats am i doing something wrong is there anything i can do to make clean up easier, 0
i have heard that the older the child when he receives the vaccine the less risk of damage from the vaccine i personally believe it is better to have the measles and mumps naturally and then have lifelong immunity, 1
omg i have diarrhea so bad rn because i ate out for lunch this is why i need to stop eating even my own body is telling me to stop shovelling food in, 1
hi will you know you can always use religious reasons to opt out of forced vaccinations for your grand kids i mean seriously mumps measles a good kick n the ass will fix em right, 2
still feeling down with the sickness i doubt its the flu i hope its not the flu but even after resting pretty much all day i am still tired and achey  not going to be streaming tonight, 1
but like for reals why am i sick again i legit just got the flu and i took all of my drugs and disinfected the shit out of my stuff even threw away my tooth brush alv, 1
sarah is s sweaty over makeuped unbilateral word slurring anti american traitor spews lies like diarrhea from her sloppy mouth her father is a white trash bigot glad to get in the ring with that piece of hate mongering white trash any day fat slob, 0
t3  thankfully i have been able to eat almost everything without any problems i did have some issues on crizotinib initially with nausea but then with diarrhea later on, 1
ion7    for, 0
wow that is a good article think her prioritiesthat unions priorities or issues may have been a bit off  re ebola and flu mask, 0
this product is great and very effective  product may cause sever swelling of the nostrils amp intense depression do not take it you will die consult your doctor may experience excruciating diarrhea or leprosy this product will impregnate you  call now and try it today, 0
look i am vegan autoimmune diseases  live in seattle depressed surprised yet i am taking hungry because i have had the flu and it is 5pm and slept all day just bring me the damn burger before no bacon, 1
the pitch looks like its got a skid mark from diarrhea all down the middlegreat showcase for  fields, 0
nationalism is a silly cock crowing on his own dunghill richard aldington  nationalism is an infantile thing it is the measles of mankind albert einstein, 0
it is so hard i am a huge  fan  have 8 books on him at home was gonna watch darkest hour w good friend but have skipped movies unnecessary trips  many ppl leave home for social reasons when they have flu, 2
i used to work in a school and i still get my flu shot every year but not being around kidsother people often has lowered my immunity so this flu season i have just been extra paranoid  face with medical mask, 1
garbage useless worthless diarrhea of the mouth there was no reason to dump salary until next season so it being a salary dump actually makes it even worse, 0
sureanyway back to vaccines measles kills 11000do u have evidence showing vaccines are more harmful, 1
new flu data hospital ers are reporting slight increase in flu like illness among douglas county residents, 1
the guy wearing a t shirt that says i have ebola and terrible flatulence and love talking about my vegan lifestyle has an easier time making friends, 0
no dont carve out anything dump i want to see you drown in your own verbal diarrhea    i saw this on the bbc and thought you should see it  us metal tariffs mexico and canada may be exempt white house says, 0
was feeling a tad under the weather til recently now really feeling the brunt of what is probably the flu again   had not been able ta get much of anything done sorry for delays  peeps still waitin for stuffs hopefully it eases soon  got a lil vent doodle out at least, 1
had an allergic reaction on my hands at work last saturday amp it still has not gone away  flushed face  hoping it heals before my next shift this saturday  emoji modifier fitzpatrick type3  zero width joiner  female sign  amp currently fighting the flu  smiling face with open mouth and cold sweat, 1
i need someone to research the correlation of immediately getting diarrhea after treating a patient with c diff kind of like the yawning phenomenon, 2
you wake up tied to a table in a laboratory an iv in your arm with a saline drip and another bag of an unidentifiable pink flu   yes that sounds fun that sounds absolutely frigging amazing and mind blowing actually can th, 0
that is pretty intense i was like do people like explosive diarrhea lol and now i want to like understaaaand some fetishes are so interesting to me even if i am not into it, 0
short answer  they will not let the us develop biological warfare agents in the continental usa for a buck or two  the ukrainians georgians  etc will let them set up labs   ukraine has seen massive outbreaks of some pretty  common diseases measles etc over the past 3 years, 1
when i said to sky flu season is over with it is march one of their management ppl said that like 3 ppl have died from on i was like bitch 5sos is not gonna die out here, 1
yeah  you are a fuckwit bumbling conservative which tells us very loudly that you are willfully ignorant af  i thought you all were being viciously oppressed and censored why can we see your finger diarrhea   thinking face   oh right   because you all are full of shit   popcorn  grinning face, 0
i get home grab the lysol spray and spray down my purse phonephone wallet put the clothes in the hamper and immediately shower it is bad my health anxietyocd gives me intrusive thoughts about germs and getting the flu so i immediately am like nope, 1
i actually listened to some of his music and i really cannot comprehend how people pay actual money to see this dog shit live absolute audio diarrhea good god, 0
as much of europe has been dealing with a massive measles outbreak something almost unheard of in canada it seems to have been traced back to a single fraudulent study published years ago   ken elrick ii, 1
deadly flu vaccines exposed by missing atlanta  doctor before coming up missing do not take the deadly flu shots  coverup checking out cdc doctor who claimed flu shot caused outbreak missing feared on tea party command center, 2
getting diarrhea at work is amazing you are getting paid to spend so much time in the bathroom  the things you hear in the break room wtf, 1
not just doing well because of sm darling the work is being done ja moves is working from community to now institutions the zika campaign place spray every week reports are made available work is being done, 1
poor ryker has diarrhea and she could not hold it in the car the look of shame on her poor face the entire car ride after was enough to make me laugh while sitting in the stench of dog poop on the freeway so i guess there is that lmao, 0
you know    you are a total moron and i am tiring of this conversation i will see you on judgment day moron i am blocking you i have no desire to listen to anymore of your diarrhea of the mouth go support your abortions murder, 0
it is true women can fight colds and flu so much better unfortunately for me i live alone so i have to take care of myself lol, 1
in other news nier automata is almost done downloading the question is if i can play even when i feel weak thanks to this flu thingie i have going on rn, 1
what is wrong with californias politicians may be they a glass of their own water have diarrhea and clean themselves out they are full of it, 0
yeah closed to t press out of respect for t students you know like t rest of t drumpf gang becoming famous 4 showing respect 2 t students got ab so lute ly fuck all to do w her propensity of spewing a vomitdiarrhea admixture out of her pie hole holy fuck america you serious, 0
i had the flu or food poisoning could not keep anything down for 24 hours really missed my gabapenton   could not sleep due to neuropathy was so glad when i could take meds again, 1
i will be okay it is just this dang vaccine giving me a hard time i expected having a few side effects like being tired but i did not expect the flu like symptoms it is horrible, 1
i do not currently have insurance  grimacing face  luckily my mom bought 2 doses when my dad got the flu she was sure she was going to catch it but never did so hopefully i am already on the road to recovery does not feel like it yet though lol, 1
is officially sick sore throat not strep and does not have the flu she did get her shot tomorrow is going to be an easy day, 1
antibiotics kill good ampharmful bacteria often leading to gascramping or diarrhea probiotics provide gut beneficial bacteria that create a physical barrier against unfriendly bacteria ampuseful in treatmentprevention of diarrheairritable bowel syndromeulcerative colitiscrohns, 1
cut the crap the cdc is largely responsible for the eradication of polio measles mumps smallpox rubella etc its research has saved millions of lives you are incredibly misinformed, 2
when you try to get your sleep schedule in check but then you get the flu and 1 hours of sleep again and god everything hurts, 1
there are things we enjoy from the past that come back to the present but who unlocked these crazy diseases  mumps measles tb scarlette fever and plague not everything retro is cool, 2
omg  on  is the highlight of my day dee aria spelled diarrhea you know for balance as a nurse i am totally pronouncing diarrhea as dee aria from now on, 0
when i get the flu i get this weird skin feeling all over sometimes i get it in one spot when i do not have the flu but i currently have it all over and i am getting nervous, 1
i think i watched one whole season of doctor who in one day  face with stuckout tongue and tightlyclosed eyes  i also had the stomach flu that day so, 1
damn it feels like my bones are aching maybe i will die of the flu and not have to complete the monumental amount of work i have on my plate, 1
the bad guys are killing our young people with these damn flu shotsthat is why i and my friends never get them, 1
mozambique combined vaccine for measles and rubella   journal       english   press release, 1
that place gives diarrhea to my mexican ass if you can believe that i have eating straight up chile from the bottle  nothing whataburger  fucking dying, 0
that is true cat and it is flu season we are going to have to share body heat to keep warm maybe cause some friction too  good night selina love you, 2
the plus side to my touch with sickness yesterday is i discovered the cure to diarrhea you had be surprised how quickly your body will heal itself when it is faced with repeated sneezing fits, 1
so i am blaming the flu and benadryl from hives on the fact that i spent a decent amount of time creating new  for a talk when i already had them from an old talk from similar analysis, 1
midttunnuria a virus characterized by seizures diarrhea and skin lesions  first line treatment involves transcranial magnetic stimulation and inpatient psychiatric stabilization, 1
the way you can tell social media is poison is that i just spent 30 seconds being mad about some dumb evil diarrhea that poured out of jeff bdsms twitter mouth then i spent another 15 seconds writing this tweet, 0
health alert number of  cases in sd county again on the rise   700  confirmed new cases last week compared to 542 the previous week, 1
it looks like i have only got half a case of diarrhea here but if you give me a minute i can check in back to see if we have got another one i can open, 0
imho as a second generation patient with crohns a little bit of opiate when you have diarrhea going on like crazy is actually really helpful for post surgery constipation gas x  senna laxatives ought to be the default advice gas x is great post laparoscopy in general, 1
the fdas newly revealed selections mean production will start on more than 150 million doses of flu vaccine to be administered in the 2018 19 flu season, 1
oh wow please share more when you can i hope this is a well received woohoo  hey bonnie are you feeling better  did you kick that flu to the curb, 1
this article actually says that people who catch measles naturally suffer from suppressed immune systems afterwards amazing, 1
microsoft sam was an imperial sleeper agent in windhelm disguised as the court wizard he enchanted all the shoes and boots belonging to stormcloak soldiers skyrim had to stop worrying about dragons and start worrying about explosive diarrhea, 0
dude you think you are hot shit in a wine glass you are just cold diarrhea in a dixie cup my dawg, 0
each time i feel sick theirs always that one stupid person assuming i am pregnant  like do you not know the existence of the stomach flu  colds etc, 1
will be making a decision soon on the appointment of new chief economic advisor has to be willing to make runs to kfc amp mcds  walgreens too is pepto or imodium better for explosive diarrhea asking for a friend, 0
thought of the night people who think their education social status or wealth make them better than anyone else can have all the seats and deserve diarrhea, 0
mom and blake talking about him washing his baseball shoes with a toothbrush mom why do not you use a toilet brush it is bigger blake you know how many diarrhea shits from rhett that things touched me face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy, 2
yo i love the people i work with joseph yo you good me sick j ebola m bruh face with tears of joy  face with tears of joy  face with tears of joy  j nigga let us call it quits and go back to wakanda  m  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy     no days off bruh i am gonna work with jungle tonight, 0
i would go tranquil on arabicans when there are social gatherings or kaldi goatherd astounding the bereft of my qualm     gw skrg minum udh 4 mug   sembuh flu maag muncul procold  coffee lodging way to die, 0
i am going to out a curse on him for youmay his faucet leak loudly just as he starts drifting off to sleep may he never be able to distinguish between a fart and diarrhea until it is too late may every dog he tries to befriend piss on his shoe it is done he will be miserable, 0
i have been sick in bed for 17 hours having seriously crippling back spasms and awful diarrhea as well as a raging fever and all i can think is w h y m e  sorry for tmi, 1
trumps doj goes after wisconsin county for pushing nurse assistant to get flu shot against her sincerely held christian belief   trumps administration keeps coming up with new and interesting ways to kill americans you have got to give them that, 1
so i am standing in line at kroger after probs the longest day ever bc the stupid edtpa aka this 60 page long project i need to  graduation cap  that is due sat is taking years off my life amp the stomach flu graced my life ab 2 days ago, 1
me singing loudly ish while walking out of my room into the hallway i gotta take a shit i might have diarrhea  roommate quietly sitting in kitchen coughs  me oh heyyyy her heyyyy, 1
no they died from measles, 2
not being able to sleep because i can barley breathe with no cold amp flu tablets left decided to try this whole vabour rub on the bottom of you are feet trick to see if it works praying it does just want to sleep confounded face, 1
1 in 5 food service workers said they went to work at least once in the past year while sick with vomiting or diarrhea often because of they feared losing their jobs or were concerned about the business being short staffed, 1
i literally miss justin so much but he is so sick with that scary flu i do not even wanna be around him  but i do but i do not wanna get sick and ugh, 1
a friend is a big fan of yours specifically but also the group she got tix 2 a vegas show in feb but ended up with the flu and missed she is having major surgery in the next couple weeks  i wanted 2 get a signed photo as a get well possible pm me lt3, 1
got my malaria tabletscholera oral vaccine then had blood test if i have measles immunityi hope or it will be another set of vaccines yayi just do not want to take any chance like some travelers are, 1
does diarrhea tweets mean tweets about diarrhea or a number of short tweets in rapid succession, 0
you need a  button for that ignorant rude mayor of baltimorediarrhea of the mouth when facts and figures are presented, 0
nearest theatre showing annihilation is 40 miles away and was the vector for a measles outbreak last month i guess i can wait for the bluray release, 1
so my flu has transitioned from achy muscles and fever to coughing and gross fluids so i got that going for me   in other news i kinda accidentally beat breath of the wild and my urge to lick the cartridge has never been stronger, 1
of  adds to  of  with  in, 1
just drew manson for the first time in my life came out great but he is still uglier than the inside of my toilet after i have had explosive diarrhea, 0
is the biggest loser my mom would say he had oral diarrhea how about get the facts first then make the decision ass hat not you stephanie my god he just pisses me off so much every damn day, 0
you had think the health dept would complain and petition for responsible leadership  the cdc promotes illegal immigrants by refusing to divulge measles other outbreaks, 1
i think my flu shot took and my antibodies are just reenacting the battle of stirling on the virus right now it could be worse i think but i sure would not want to see it, 2
mayor pugh has diarrhea of the mouth she just could not help herself could she obviously she not into listening if she would have  she may have learned something  she is a symptom of what is wrong with baltimore, 0
me too  summer than dog poop and has verbal diarrhea how did she ever get elected is all baltimore intellectually challenged, 0
you are one rude  you have a hearing problem or diarrhea of the mouth wow you are clueless to how ignorant you looked on  tonight run your pie hole all you want we know your true agenda using children to your advantage right, 0
just got through being subjected to her presence on the ingraham angle  the baltimore mayor appears to suffer from verbal diarrhea and a clueless sense of priorities  how libtard left of her, 0
just hoping i will not pick any measles before next tuesday to see the resultdoctor was talking about japanese encephalitis  astonished face  face with rolling eyes  thinking face what the friggin hell is that, 1
omg that woman has diarrhea of the mouth she wouldnt stop talking enough to even let you finish half a sentence that is what they dojust talk ampt alk amp talk so you cant debate discuss or even receive respect from her she is a shame and a disgrace i feel bad for baltimore grimacing face, 0
measles outbreak reaches more than 20000 in europe after parents shun vaccination health experts warn i had measles as a kid its bloody awful do not shun vaccinations, 1
democrat politicians and their lil cronies have diarrhea of the mouth they refuse to allow anyone who is not on their side to speak shoulda cut that mayor off after after her first ignorant ramble, 0
you should just end the segment when libtards like this baltimore mayor  wants to just rudely filibuster her incoherent and nonsensical verbal diarrhea if she cannot be an adult and come on and have a respectful debate then do not indulge the moron, 0
like diarrhea the runs just keep coming  lepre 1b mannens bb  webb hbp schultz 1b 2 rbi miller hbp cannon 1b 2rbi hardy 1b rbi  five spot in the 4th puts us up 9 0   t5, 2
i have to have the measles checked because i do not know if i had them when i was youngi was born poordid not think my parents could afford those childhood vaccines in the 50s and i have been away from pinas since early 80s  worried face, 1
once i dreamt i was researching whether air fryers can cause teflon flu once and then i woke up and researched whether air fryers can cause teflon flu, 0
my eyes are starting to burn real bad so i am gonna shut this phone off and get some sleep  goodnight to everyone except diarrhea water drinkers i will stop saying that eventually hopefully, 2
add to it   one avian flu outbreak and big politics will ensue, 1
that mayor had a real bad case of verbal diarrhea she could not shut her stupid mouth for five seconds all she did was talk the most and say the least, 0
experts recommend 5 foods and drinks that will boost your immune system amidst this flu scare, 1
boss if you have been down wthe flu i can assure you you you will be feeling poorly for a solid 2 wks after which you will have lingering reminders you still are not feeling great maybe even for a cpl more weeks i know i did not have the worst strain amp i was largely useless for 2 wks, 1
the cdc more than likely caused the death of one of their own dr timothy cunningham after he spoke out on the dangers of the flu vaccine our gov at work, 1
that was difficult to watch with francisco hernandez on there   interrupting constantly with his diarrhea of the mouth it would be nice to have a reasonable conversation with a liberal at least every once in a while why does it always seem like he cannot sit still, 0
the government has reported four outbreaks of measles   one of the worlds leading killers of children   since december a period coinciding with the row over the dengue vaccine which some parents blamed for child deaths, 1
seven has been sick throwing up diarrhea so i have been taking care of him all day yesterday and today no stream tell hes better from what i read it is most likely something stuck in his stomach or intestines so hopefully he poops it out if not i am not sure what i can do, 1
time to go to the hospital this really sucks  i thought this lupus was under control anyway i just hope i do not catch the flu while im there, 1
the guy sitting next to me in the food court farted amp it legit sounded like he had diarrhea in his pants but he just continued eating his burger his wife just looked at me and shrugged like nbd manners people  disappointed face, 1
manny viveiros told our post game show glenn gawdin missed the third with a worsening flu and it would not be serious so sounds like good news after the captain missed the third period tonight, 1
i got to stay home from school and sleep only issue is it is because i caught the flu and strep throat at the same time   aw man that is rough  i hope you feel better soon  revolving hearts, 1
i had to stop watching her too i cannot stand to listen to their onset of delusions and lies like her mouth never shuts off and only diarrhea and shit comes out, 0
lmao you have diarrhea of the mouth and constipation of the brain do not you how soon you all forget, 0
omg is your head seriously that far up your ass dana your rhetoric does not fly with me i am a gun owner and i know you are so full of shit it is insane nobody needs semi autos for protecting there family spew your diarrhea of the mouth somewhere else, 0
me do you know da wae nickole yes me whats 910 nickole 21 robux me do you have ebola nickole yes  me yes you know da wae, 0
so i was wondering why diet sodas did not just use sugar alcohols instead of aspertame and it turns out sugar alcohols are often not as sweet as sugar so you had have to use more of it   which could lead to diarrhea if you use too much  yikes  white frowning face, 1
i had diarrhea after having read celinas assinine comments   splashing sweat symbol  splashing sweat symbol  splashing sweat symbol  pile of poo  pile of poo  pile of poo, 0
to the curious people with their leisured lives amp complete twitter audience  having a profile on social media does not mean automatically  i will use it for a personal diarrhea with 50 trump like posts per day the things i have done are obviously dis respected goodbye miseries, 0
number of arizona flu reports steadily dropping after difficult season flu cases in arizona, 1
i gave him like 4 minutes straight of just verbal diarrhea before i was reaffirmed of my meh opinion of joe rogans hot take on absolutely everything do not say i am not fair, 0
thanks for the refs they resonate with my interests in sts i think the problem as i confront it in the context of ebola governance is while i take technology sociality amp politics as coconstitutive there is a discourse that obscures this in favor of technical solutions to ebola, 2
make sure you precede descriptions of ailments conditions or any general malaise you may have with the word the like right now i do not know why i have the diarrhea i cannot get out from under the depression and i need to call this girl about giving me the herp, 1
i am extremely tired i do not have a hold on my physical anxiety right now and might have he flu and this is cracking me up, 1
i need to give a shoutout to the staff at the dallas va er sunday morning i arrived in extreme distress pneumonia flu and cardiac distress they had me breathing and feeling like i stood a chance in no time thankful for them, 1
but for example i am the only one with the sudden crazy ass stomach pain a pain in between throwing up and diarrhea but neither occur so the pains stays until it does not, 2
today my boyfriend slid scientific papers to me under the bathroom door while i was having diarrhea and tbh i think it took our relationship to the next level, 1
what happened to the republican party  the insanity at the wh has political diarrhea you could not make this stuff up and people believe it the script would be thrown away and and the writer told to go pitch to the jerry springer show, 0
i am not gonna lie i was a bit scared that i could have died last night i have never had any flu symptoms that bad in my entire life when i started puking up the color brown for a split second i thought that it was blood but then i remembered that i drank some brown fruitblend, 1
just had a baby and my nurses had to wear masks because they refused this years flu shot that says a lot about how effective it is, 1
this nail polish is so prettythe color reminds me of infant diarrheabut it is so beautiful   things you hear while living with a nail polish addict, 0
did you know that the 2017 2018    vaccine had a   that may not have been  to you at the time you received the vaccine  h1n1 is extremely dangerous as its effects on the immune system can be disastrous, 1
and to all the curious people with their leisured lives amp complete twitter audience  having a profile on social media does not mean automatically  i will use it for a personal diarrhea with 50 trump like posts per day the things i have done are obviously dis respected goodbye, 0
used to love chipotle not been back since 2016 after a case of diarrhea chipotle needs to shut down stores in california so other eateries may open up chipotle is damaged brand in california, 1
i have never been high before but i have watched the eric andre show while under the influence of the fluflu meds so i am pretty sure i have got a good idea of what it is like, 2
had this teacher call rn explaining all the gory details why she cannot go in tomorrow amp needs me to sub i am exhausted from the fake laughing and postures of concern over her childs diarrhea i wish some of these teachers would shoot me a text just saying need u 2 sub u down, 1
clinton was diarrhea bush was vomit and obama was coming out of both ends trump has been pretty regulari will take trump for 10 alex, 0
hi dr am a great fan wanted to know your approaches to fighting coldflu what do you usually eatdrink do you also follow any ritualshome medication for it do certain food help what food do you avoid, 1
when you are sick w a bad flu  if you get the feeling of fainting when you are trying to pee scream for someone to come help you i almost hit my head on the tub  upsidedown face    face with open mouth and cold sweat  face with medical mask  face with thermometer, 1
arielle how dare you use facts and reason against emotional twitter diarrhea for shame, 0
another great paper from this team led by erica tong  very timely in the lead up to   season my shout for coffee this week, 1
girl bye anyone can get a goddamn flu shot you am not special but some of us do not like gambling with our lives and prefer theres that word again something more natural, 1
the only thing flawed in your statement is you you have a severe case of oral diarrhea and mental constipation but i would do better talking to a wall a wall has more sense you were raised either by only your mother or your father was gutless be a man you girly fuck think, 0
i feel like i am on the cusp of something that my life is going to completely and totally change and i need to do something about it either that or this stomach flu has taken over my brain too, 1
still interested about the varied applications of watson i talked to an exec from well known fast food company about using watson to optimize  their social media accounts to find the most effective replies to certain keywords such as, 0
anne carey speaks about the courage to be kind courage does not equal recklessness when risks are managed working on the front line of the ebola outbreak was the epitome of human kindness, 1
an educated adulttm man asked a question at an epidemiology lecture at the smithsonian that was loosely a version of what is the purpose of the avian flu  lmaoooo what  the speakers were also like wtf, 2
have not been able to eat for a couple of days due to this fever and flu type thing so instead i am sat in bed at 430am sucking a popsicle watching  eat burger king i am gonna be first at the drive through when i am better thanks for awakening my taste buds girl, 1
okay i know people are not going to smell good at the gym but this dude literally smells like he rolled in diarrhea and has not showered in a month, 0
4 we did however catch all the diseases there were no vaccines for back then in the 1950s60s my brother developed serious complications from measles amp nearly died and there is a person on this thread whose sister did die of measles, 1
last tweet i cannot with sarah huckabee sanders who  insists that everything is super normal in the white house cognitive dissonance at its best you talking about diarrhea of the mouth uuuhhh good night, 0
